"BodyAccMean_X" "BodyAccMean_Y" "BodyAccMean_Z" "GravityAccMean_X" "GravityAccMean_Y" "GravityAccMean_Z" "BodyGyroMean_X" "BodyGyroMean_Y" "BodyGyroMean_Z" "BodyAccStd_X" "BodyAccStd_Y" "BodyAccStd_Z" "GravityAccStd_X" "GravityAccStd_Y" "GravityAccStd_Z" "BodyGyroStd_X" "BodyGyroStd_Y" "BodyGyroStd_Z" "VolunteerID" "ActivityDescr"
0.27022658 -0.01652245 -0.10934688 -0.39447114 -0.99777874 0.29982464 -0.017248729 -0.1108428 0.098217467 -0.97609192 -0.97506512 -0.9854578 -0.96207482 -0.99603082 -0.99854695 -0.97429686 -0.93753314 -0.98087694 10 "LAYING"
0.2817951 -0.019565249 -0.1220418 -0.39786866 -0.99769561 0.29875054 -0.039788451 -0.049282726 0.093573142 -0.98387576 -0.97585886 -0.98609284 -0.98963384 -0.99855268 -0.98981178 -0.98565419 -0.95421907 -0.98155347 10 "LAYING"
0.28270013 -0.019291899 -0.12013452 -0.39623728 -0.99884273 0.29374426 -0.039235525 -0.044658191 0.088593005 -0.98458389 -0.97559365 -0.98284002 -0.99610539 -0.99436135 -0.97261326 -0.98255111 -0.95774102 -0.98015731 10 "LAYING"
0.28620935 -0.016787886 -0.10909424 -0.39449304 -1 0.28914703 -0.034689524 -0.046855861 0.08894984 -0.98338194 -0.95777285 -0.98055316 -0.99028458 -0.99659837 -0.98959369 -0.98043929 -0.94816348 -0.98061242 10 "LAYING"
0.28024201 -0.016977677 -0.10818935 -0.39169546 -0.99982049 0.28829169 -0.030655216 -0.052868777 0.090899896 -0.98711665 -0.96353983 -0.98417347 -0.99518358 -0.99706705 -0.99835907 -0.98438318 -0.9562926 -0.98775438 10 "LAYING"
0.27228448 -0.017143389 -0.1065843 -0.39137643 -0.99972624 0.28899242 -0.02722723 -0.070482813 0.08760916 -0.98443765 -0.98694882 -0.98542827 -0.99240049 -0.99744654 -0.9917131 -0.99166694 -0.96415789 -0.98517196 10 "LAYING"
0.27512997 -0.016553745 -0.10932245 -0.393114 -0.99961699 0.28999954 -0.026142063 -0.071371388 0.086494975 -0.98229196 -0.98870234 -0.98345699 -0.98988168 -0.99741605 -0.99137186 -0.99245241 -0.96654946 -0.98555169 10 "LAYING"
0.27166651 -0.01517252 -0.10088661 -0.39411582 -0.9989217 0.29004942 -0.026597255 -0.071207358 0.086366545 -0.97923714 -0.98066998 -0.98086472 -0.9901476 -0.99630041 -0.98964475 -0.98833444 -0.95969209 -0.98512407 10 "LAYING"
0.27949694 -0.017968903 -0.10986366 -0.39592641 -0.99787703 0.29210145 -0.030175318 -0.079076198 0.083269703 -0.97845865 -0.97753428 -0.9699918 -0.98595547 -0.99400722 -0.98192 -0.9880094 -0.95904667 -0.98697323 10 "LAYING"
0.28092264 -0.019217722 -0.11314596 -0.39505399 -0.99857344 0.29132211 -0.028194432 -0.074815431 0.087873631 -0.98286564 -0.98567937 -0.97427858 -0.98506816 -0.99172592 -0.97872178 -0.99098946 -0.96798889 -0.98916108 10 "LAYING"
0.25798766 -0.015176508 -0.10028089 -0.39470177 -0.99965287 0.29006023 -0.024831903 -0.069973955 0.092646223 -0.98481332 -0.97098444 -0.98756166 -0.98735543 -0.99760748 -0.98601999 -0.99008335 -0.9611385 -0.98092579 10 "LAYING"
0.25067151 -0.016254151 -0.10785917 -0.40192364 -0.99883651 0.29272214 -0.026379011 -0.070955359 0.08957116 -0.98262445 -0.96605954 -0.98569442 -0.97501537 -0.99733893 -0.99182859 -0.98014797 -0.95495863 -0.97777379 10 "LAYING"
0.26515501 -0.017262131 -0.10845831 -0.41116891 -0.99820016 0.29322671 -0.029759909 -0.084037494 0.077965823 -0.98231489 -0.98199323 -0.98405917 -0.97532379 -0.99825511 -0.99770451 -0.98084011 -0.96272252 -0.98380921 10 "LAYING"
0.29409646 -0.018892235 -0.11322631 -0.41346826 -0.99846679 0.29260933 -0.027879754 -0.074978621 0.081607336 -0.9853937 -0.98833151 -0.98987952 -0.98491512 -0.99628942 -0.99642694 -0.99051 -0.96906973 -0.98402886 10 "LAYING"
0.28437154 -0.018003389 -0.1106046 -0.40831532 -0.99967016 0.29088626 -0.026267382 -0.071731957 0.088840024 -0.98293602 -0.97842424 -0.98944781 -0.98313841 -0.9952382 -0.9896893 -0.9865515 -0.96544646 -0.98350998 10 "LAYING"
0.26665426 -0.017470688 -0.032117924 0.97152677 0.048106796 0.075671939 0.4159494 0.039831352 0.23776489 -0.1608376 -0.26503166 -0.32532606 -0.97248674 -0.9245884 -0.9781636 -0.51405386 -0.28148122 -0.29390178 10 "WALKING"
0.34908065 -0.040961192 -0.057625141 0.96404092 0.055968836 0.079812483 0.11220789 0.024514636 0.089562858 -0.23410047 -0.089763323 -0.31402793 -0.97842814 -0.97024068 -0.97020565 -0.46763321 -0.23746598 -0.33355827 10 "WALKING"
0.23368903 -0.0045540922 -0.13589034 0.96408104 0.040895756 0.088836295 -0.017701282 -0.1348533 0.024420358 -0.20365495 -0.10804708 -0.40716986 -0.9844677 -0.93912117 -0.94944885 -0.41728751 -0.22773949 -0.32022312 10 "WALKING"
0.20209733 -0.0083978308 -0.16459103 0.96636865 0.035045873 0.086454431 -0.09430941 -0.23796037 -0.015924382 -0.23316172 -0.16214227 -0.40317683 -0.98974201 -0.96776657 -0.93212459 -0.4617561 -0.26921689 -0.25897625 10 "WALKING"
0.29279176 -0.021970606 -0.1536417 0.95714723 0.043572551 0.076341725 -0.11284922 -0.1165607 0.085424562 -0.2441722 -0.18387753 -0.39632009 -0.95929842 -0.97571691 -0.96703454 -0.55629781 -0.26617196 -0.1603204 10 "WALKING"
0.35551893 -0.011658166 -0.14218064 0.95115931 0.046010563 0.070841172 0.057866899 0.055142096 0.17826561 -0.1413649 -0.29389566 -0.43165837 -0.97386345 -0.9896293 -0.96747635 -0.50160057 -0.2065781 -0.19514788 10 "WALKING"
0.22323048 -0.009612778 -0.083470704 0.95930493 0.045807588 0.067504466 0.086223195 0.010199033 0.11531089 -0.12345677 -0.18492975 -0.26518202 -0.96490333 -0.98114898 -0.96726545 -0.43765027 -0.16562833 -0.26814855 10 "WALKING"
0.3452417 -0.017785395 -0.051337591 0.96632327 0.049490508 0.06862549 -0.083902642 -0.037214154 0.067059079 -0.078008563 -0.05732361 -0.20211043 -0.97506265 -0.97773682 -0.96875791 -0.49478229 -0.16101962 -0.23979142 10 "WALKING"
0.37416035 -0.023839305 -0.082346556 0.97214858 0.05040995 0.070288642 -0.079190746 -0.072610001 0.060437974 -0.077357974 -0.071057766 -0.32716239 -0.96824501 -0.98798407 -0.97793998 -0.49721711 -0.19811605 -0.24375587 10 "WALKING"
0.14747651 -0.023884843 -0.11778853 0.97375276 0.043349591 0.072658178 -0.042823616 -0.22076206 0.034823891 -0.12698195 -0.21241091 -0.40321028 -0.98091835 -0.96908426 -0.97777894 -0.52388485 -0.20341629 -0.29207029 10 "WALKING"
0.25462086 -0.032214713 -0.15000005 0.96730551 0.039616458 0.074923746 -0.071752006 -0.17302149 0.019226148 -0.057748449 -0.34287152 -0.45662804 -0.98144233 -0.98087999 -0.97524317 -0.5463758 -0.18991593 -0.26930585 10 "WALKING"
0.36042241 -0.008194629 -0.16142815 0.96644225 0.042993176 0.069242331 -0.031185811 -0.083400472 0.16018452 -0.061254225 -0.21403258 -0.42597553 -0.98351977 -0.98328941 -0.94761508 -0.47562633 -0.22196226 -0.11147087 10 "WALKING"
0.29543266 0.0078158859 -0.12356439 0.97010975 0.044190941 0.061965027 0.0024691574 0.067662224 0.20875097 -0.090523612 -0.17360683 -0.41408561 -0.99042362 -0.98470415 -0.97666435 -0.43219889 -0.22446429 -0.10009924 10 "WALKING"
0.20127353 0.012434217 -0.17819942 0.96106247 0.03855719 0.11600783 0.5241225 0.0035596479 0.28084905 -0.27219691 -0.31458749 -0.24123202 -0.98927685 -0.92540068 -0.81819308 -0.4993033 -0.34188333 -0.36031973 10 "WALKING"
0.32652789 -0.0083716808 -0.11051596 0.96016848 0.054674185 0.077205865 0.22509688 0.086188804 0.13546616 -0.12122742 -0.085944005 -0.31627859 -0.98111754 -0.95926219 -0.83942876 -0.46644685 -0.21592546 -0.21027566 10 "WALKING"
0.33197242 -0.007308005 -0.11053882 0.9610247 0.056594522 0.058772353 0.032444339 -0.0661107 0.06574147 -0.11484886 -0.035175 -0.36840485 -0.97429838 -0.98526627 -0.98425164 -0.42403627 -0.13458087 -0.1759287 10 "WALKING"
0.22036678 -0.031853102 -0.12503067 0.97003396 0.054470251 0.058357826 -0.090955054 -0.2430383 -0.035886213 -0.19767343 -0.14714804 -0.43396315 -0.96988929 -0.99348874 -0.98072912 -0.41297673 -0.17956504 -0.18006112 10 "WALKING"
0.33196251 -0.02204331 -0.12673733 0.9727235 0.055907519 0.061874477 -0.085516203 -0.093964707 0.085001955 -0.15956021 -0.15819522 -0.37390977 -0.98314855 -0.9907688 -0.96323717 -0.48596249 -0.18127141 -0.10355672 10 "WALKING"
0.25621509 0.0006982017 -0.13411243 0.96653662 0.058128298 0.063968045 0.026329192 0.022476585 0.19466606 -0.030652061 -0.20107897 -0.41981001 -0.98201717 -0.98684078 -0.96053902 -0.43981774 -0.10595729 -0.1315967 10 "WALKING"
0.312988 -0.035803365 -0.061912465 0.96786916 0.06242857 0.05436342 0.018605472 0.0049104022 0.092532543 0.074280834 -0.20093668 -0.41972229 -0.97259403 -0.97429772 -0.93956278 -0.39555072 -0.11203543 -0.16373287 10 "WALKING"
0.35840975 -0.023348805 -0.074424176 0.97915713 0.057828052 0.054799064 -0.063982532 -0.12184313 0.046524982 0.063006418 -0.15375278 -0.44235529 -0.9612387 -0.95211347 -0.94137324 -0.43290852 -0.17401215 -0.19707119 10 "WALKING"
0.14171884 -0.0078033924 -0.13263169 0.9854794 0.048609446 0.057963504 -0.066151309 -0.1728024 0.00015204815 -0.022411827 -0.11637079 -0.44439408 -0.97088225 -0.98200595 -0.95608522 -0.43166673 -0.16491115 -0.22470367 10 "WALKING"
0.22516764 -0.030158705 -0.11550315 0.97276791 0.052725566 0.056924639 -0.066416589 -0.17598951 0.059468423 -0.053475839 -0.078857965 -0.41613513 -0.93860748 -0.97072783 -0.96343548 -0.4379867 -0.16679341 -0.18397081 10 "WALKING"
0.41714612 -0.01246513 -0.14221329 0.96380642 0.057234125 0.062822892 -0.032702413 5.7846267e-05 0.1714893 -0.043340299 -0.13350417 -0.41011362 -0.96316306 -0.98709889 -0.97532922 -0.45484125 -0.15685209 -0.13212071 10 "WALKING"
0.21607592 -0.01423203 -0.10459754 0.97723743 0.054257112 0.062474225 0.067691499 0.025394698 0.13789537 -0.070769942 -0.17010609 -0.37128981 -0.94364375 -0.98416892 -0.97696641 -0.4400504 -0.17456967 -0.17458133 10 "WALKING"
0.23016233 -0.021632558 -0.060823584 0.9762892 0.050298563 0.059933081 0.0090197163 -0.034754271 0.07129442 -0.041265364 -0.10331908 -0.3951364 -0.94509403 -0.99011243 -0.98180694 -0.45344433 -0.16637992 -0.20726107 10 "WALKING"
0.25375015 -0.035700999 -0.11725527 0.92230063 0.02311854 0.10558685 -0.30968246 -0.11491098 0.099227201 0.35707033 -0.1346724 -0.31832993 -0.91183867 -0.91156702 -0.90536291 -0.49755118 -0.40865703 -0.20498192 10 "WALKING_DOWNSTAIRS"
0.33479308 0.0051759862 -0.13479757 0.94375948 0.011820252 0.096796465 -0.62086856 -0.29333329 -0.057754286 0.22761522 -0.19563347 -0.29830164 -0.88426309 -0.96608145 -0.93792361 -0.15898508 -0.33717374 -0.25297628 10 "WALKING_DOWNSTAIRS"
0.18902193 -0.0056336834 -0.14375977 0.96353873 0.020823829 0.091342311 -0.37772733 -0.064595682 0.0071025248 0.2200101 -0.19576871 -0.26815002 -0.94996671 -0.94559528 -0.97963545 0.065055895 -0.32558184 -0.23135233 10 "WALKING_DOWNSTAIRS"
0.1858199 -0.020254823 -0.10245708 0.94044905 0.02632192 0.09031421 -0.027276702 0.0047688661 0.11885645 0.31454967 -0.29049704 -0.17460717 -0.89466356 -0.94856761 -0.96937174 -0.28526839 -0.47817403 -0.17817434 10 "WALKING_DOWNSTAIRS"
0.39308651 -0.02452179 -0.086956672 0.92700752 0.030944288 0.080631625 -0.032455156 -0.078177375 0.13466557 0.3259022 -0.21371464 -0.1688331 -0.95631192 -0.94432357 -0.93405828 -0.25118623 -0.3956559 -0.27467615 10 "WALKING_DOWNSTAIRS"
0.24596624 -0.032428318 -0.12098873 0.9342524 0.027658772 0.078040145 0.43799869 0.050509358 0.084665063 0.3234409 -0.17032132 -0.25315327 -0.98501398 -0.94530273 -0.94972632 -0.46129892 -0.34937355 -0.3111394 10 "WALKING_DOWNSTAIRS"
0.23987413 -0.0072660501 -0.1352072 0.90731284 0.051852349 0.074989062 -0.51152719 -0.42530347 -0.013578868 0.28207195 -0.031536297 -0.097321415 -0.87950671 -0.89289597 -0.8683041 -0.5542784 -0.21473459 -0.24696305 10 "WALKING_DOWNSTAIRS"
0.57839966 0.0098834515 -0.13085935 0.90103514 0.059214528 0.072496859 -0.68514667 -0.27011384 0.042319617 0.34192367 -0.06292062 -0.13053498 -0.9069324 -0.92015109 -0.94869415 -0.3767024 -0.31502342 -0.1515589 10 "WALKING_DOWNSTAIRS"
0.27864546 -0.025546419 -0.076206886 0.93754612 0.066504745 0.068370951 -0.58014416 -0.1696956 0.097026444 0.36600925 0.012245606 -0.089759577 -0.90420812 -0.95727049 -0.95819298 -0.18709079 -0.3213184 -0.13953928 10 "WALKING_DOWNSTAIRS"
0.088292784 -0.026904807 -0.21414841 0.94258995 0.054756152 0.07235972 -0.32197231 -0.15634624 0.089985717 0.27703377 0.068285706 -0.18760413 -0.91703544 -0.95174102 -0.9323138 -0.12072936 -0.30356691 -0.15847708 10 "WALKING_DOWNSTAIRS"
0.38023089 -0.037173044 -0.087040039 0.92600732 0.050417171 0.051002918 -0.027542334 0.0088789943 0.093112528 0.27476989 0.067014789 -0.15886336 -0.91751758 -0.9566882 -0.82316669 0.038612066 -0.37251766 -0.16018593 10 "WALKING_DOWNSTAIRS"
0.43313712 -0.023823042 0.0015021686 0.94487432 0.046036163 0.050867082 0.50693676 0.045084732 0.12186816 0.45004675 0.039943257 -0.21653151 -0.88297225 -0.94712657 -0.82527065 -0.3514937 -0.37860615 -0.14869502 10 "WALKING_DOWNSTAIRS"
0.35044179 -0.020400859 -0.1856847 0.92900288 0.050323489 0.078479658 -0.49448774 -0.37584453 -0.0065449174 0.2942905 -0.160843 -0.24002578 -0.96100657 -0.81754859 -0.85981292 -0.54410775 -0.31101852 -0.20060805 10 "WALKING_DOWNSTAIRS"
0.40334614 0.0079394273 -0.14603857 0.94128838 0.047463714 0.064281014 -0.63721393 -0.20489129 0.050067017 0.30698251 -0.18493945 -0.21054653 -0.91850594 -0.88897038 -0.92839181 -0.42778608 -0.33079892 -0.088597181 10 "WALKING_DOWNSTAIRS"
0.11776128 -0.040743433 -0.077391666 0.95860405 0.064319014 0.06070799 -0.53309637 -0.21117723 0.082353947 0.33593227 -0.20862282 -0.16069835 -0.96276188 -0.94944319 -0.96789455 -0.31004834 -0.35543023 -0.14074205 10 "WALKING_DOWNSTAIRS"
0.3226411 -0.011900108 -0.11306144 0.93895508 0.053669611 0.061070464 -0.22046122 -0.19343827 0.10571854 0.35538756 -0.31812452 -0.10239375 -0.9003242 -0.94085253 -0.97048457 -0.31330606 -0.31297199 -0.21603448 10 "WALKING_DOWNSTAIRS"
0.34015675 -0.011166626 -0.17602766 0.93460208 0.049388812 0.051749295 -0.060209043 0.038346482 0.087102106 0.22695681 -0.27095209 -0.20028445 -0.91932883 -0.96688944 -0.87767306 -0.20399963 -0.28720899 -0.25752859 10 "WALKING_DOWNSTAIRS"
0.26186166 -0.03211347 -0.023449595 0.94719909 0.049599772 0.044689264 0.40388124 0.19169501 0.072465724 0.26273832 -0.21145958 -0.2321619 -0.96750939 -0.97248971 -0.86117545 -0.37971034 -0.36402743 -0.18483786 10 "WALKING_DOWNSTAIRS"
0.27939325 -0.0040320116 -0.034078421 0.9463481 0.048731557 0.066719626 0.40320274 -0.078627924 0.16608921 0.30178236 -0.25166224 -0.18795387 -0.97703001 -0.98264697 -0.84544841 -0.46944566 -0.33071947 -0.13295524 10 "WALKING_DOWNSTAIRS"
0.25532301 0.05914564 -0.24064256 0.94162169 0.11222017 0.12112487 0.49893465 -0.079661075 0.11384749 -0.024843335 0.032218523 0.21785728 -0.96713827 -0.81141203 -0.63374751 -0.45452805 0.018365639 -0.50283292 10 "WALKING_UPSTAIRS"
0.26567611 -0.020788874 -0.12720319 0.92979655 0.15220685 0.04595258 0.25733436 -0.18684393 0.13992774 -0.076975542 -0.16522346 -0.093906009 -0.96153262 -0.90382201 -0.68653106 -0.47112438 0.023513659 -0.60143878 10 "WALKING_UPSTAIRS"
0.26315993 -0.03141669 -0.16844037 0.92752236 0.14676606 0.013741387 0.44515061 0.078549234 0.17370063 -0.15097304 -0.093542083 0.002768463 -0.96923144 -0.91795023 -0.93033633 -0.23425232 0.16100182 -0.44827096 10 "WALKING_UPSTAIRS"
0.38508537 0.013529302 -0.19715769 0.93076211 0.14548647 0.008784848 0.26453659 0.20199833 0.13303328 -0.19782662 -0.085406576 0.062119449 -0.96532435 -0.91801199 -0.90508033 -0.094040034 0.20759723 -0.4222447 10 "WALKING_UPSTAIRS"
0.26417866 -0.019133209 -0.15109329 0.92230522 0.15909646 0.012153085 0.13356745 0.23846695 0.071750078 -0.21562827 -0.11464295 0.14185247 -0.95455219 -0.94482914 -0.90304147 -0.39248719 0.11281205 -0.52685325 10 "WALKING_UPSTAIRS"
0.23067753 -0.029074881 -0.061766326 0.91748008 0.15561004 0.0075436201 -0.05483231 0.043486827 0.077494489 -0.1721071 -0.026251673 0.13912027 -0.98133595 -0.94686839 -0.87284219 -0.21028811 0.10267839 -0.49583437 10 "WALKING_UPSTAIRS"
0.24555988 0.0073266516 0.014569174 0.92141282 0.1557957 -0.0058358827 -0.54864855 -0.48977266 0.050081043 -0.10213748 -0.055758869 -0.078071596 -0.98418188 -0.95713761 -0.92093364 -0.40103468 0.1299827 -0.4437279 10 "WALKING_UPSTAIRS"
0.23658595 -0.051106727 -0.03062426 0.92199612 0.156562 0.0104664 -0.046214992 -0.16402948 0.078726426 -0.1493942 -0.16410696 0.020298865 -0.9811265 -0.9626716 -0.88997988 -0.095637282 0.077881046 -0.48259962 10 "WALKING_UPSTAIRS"
0.22758199 0.061359256 -0.21849905 0.95083748 0.12006906 0.10343732 0.6450379 0.047308196 0.010007838 -0.13681826 -0.1539052 0.3033249 -0.93993639 -0.77312195 -0.52035671 -0.52433162 -0.051378494 -0.49226515 10 "WALKING_UPSTAIRS"
0.24804609 -0.020442917 -0.11171387 0.93449576 0.16174886 0.045525784 0.32394197 -0.080843112 0.052587632 -0.16878938 -0.13898386 -0.053688191 -0.96002828 -0.93888265 -0.59032142 -0.48377644 0.0088779162 -0.51814858 10 "WALKING_UPSTAIRS"
0.19321561 -0.020425263 -0.11579974 0.92670773 0.15045216 0.012578578 0.53107992 0.068242746 0.18831592 -0.26743557 -0.076630416 0.020667468 -0.97620801 -0.91545435 -0.88838972 -0.20137538 0.2289406 -0.36005112 10 "WALKING_UPSTAIRS"
0.22753167 -0.0089104211 -0.12287542 0.92308298 0.14489121 0.010533874 0.25810944 -0.0030408773 0.15693098 -0.31248828 -0.051483975 0.14620941 -0.97581224 -0.93021371 -0.87040549 -0.026030308 0.22585666 -0.32900002 10 "WALKING_UPSTAIRS"
0.28292974 -0.049481612 -0.090138636 0.91712104 0.15621114 0.013599226 -0.086777187 -0.16889011 0.064845253 -0.22422683 0.037426338 0.1707216 -0.97452538 -0.94419454 -0.861797 -0.41167142 -0.015918878 -0.49960506 10 "WALKING_UPSTAIRS"
0.3989154 -0.019520671 -0.21057066 0.9159417 0.15160916 0.021449703 0.05355444 -0.05754934 0.066271409 -0.13814236 0.12543462 0.16691 -0.97262029 -0.94143339 -0.85617561 -0.30882509 0.055541131 -0.50171925 10 "WALKING_UPSTAIRS"
0.4140751 0.019094215 -0.15166885 0.91956401 0.15525424 0.0046718389 -0.26238861 -0.10366649 0.11579939 -0.13974712 0.046383268 0.090447637 -0.97740871 -0.93498006 -0.85109275 -0.26407862 0.12593121 -0.51192524 10 "WALKING_UPSTAIRS"
0.31626878 -0.027095567 -0.11908313 0.92511438 0.16332171 0.018392492 -0.31829971 -0.076773348 -0.0082861731 -0.21733724 -0.071585954 0.082326953 -0.97524956 -0.97144631 -0.83652895 -0.37520198 0.14027893 -0.48063826 10 "WALKING_UPSTAIRS"
0.27155615 -0.011611266 -0.28812396 0.94416806 0.14821957 0.12571407 0.38391511 0.022516288 0.10707304 -0.1440605 -0.015085543 0.076952912 -0.95468542 -0.95251727 -0.6301241 -0.50718664 -0.045489176 -0.49470872 10 "WALKING_UPSTAIRS"
0.23710306 -0.033445911 -0.097528362 0.9488167 0.15255643 0.050972171 0.13122952 0.018190936 0.013358773 -0.13746465 -0.04454311 -0.096217506 -0.97154933 -0.97442489 -0.67095079 -0.50183022 -0.057639173 -0.52305388 10 "WALKING_UPSTAIRS"
0.28000234 -0.021816816 -0.10589774 0.94209087 0.14017028 0.015663642 0.41568343 0.11847144 0.087352851 -0.26896493 -0.13094937 -0.015931021 -0.97730298 -0.91582375 -0.93866784 -0.25398107 0.088736918 -0.35288277 10 "WALKING_UPSTAIRS"
0.17053751 -0.0048081465 -0.13580117 0.93593187 0.12611321 0.0061243574 0.26992542 -0.12159816 0.13904978 -0.22915828 -0.2088027 -0.03307726 -0.97314461 -0.94046148 -0.89790878 -0.13291772 0.15082246 -0.34796572 10 "WALKING_UPSTAIRS"
0.21208387 -0.037679018 -0.12344499 0.92824994 0.13715233 0.002225566 -0.062668998 -0.31819871 0.062511534 -0.18777028 -0.19202956 0.0027194947 -0.973555 -0.92675651 -0.93627978 -0.45573351 0.013370179 -0.46499941 10 "WALKING_UPSTAIRS"
0.33958042 -0.032616176 -0.16691099 0.91939538 0.14036181 -0.0021426349 0.025450743 -0.049768142 0.056628728 -0.19125134 -0.036603363 0.1387545 -0.97374278 -0.94707636 -0.85673056 -0.24247226 0.064608352 -0.41668009 10 "WALKING_UPSTAIRS"
0.40203901 0.016227692 -0.10463005 0.91736223 0.14080785 -0.012418939 -0.29377088 -0.17600616 0.046631715 -0.21763984 -0.022442225 0.13471397 -0.97305039 -0.94271173 -0.85261293 -0.21089047 0.082094393 -0.44986117 10 "WALKING_UPSTAIRS"
0.36741725 0.0086152695 -0.15287515 0.92224758 0.15237864 0.010569341 -0.33594984 -0.18592813 0.069426243 -0.27352673 -0.2000179 0.031874361 -0.97044902 -0.97883861 -0.83419228 -0.50226185 0.023183834 -0.50360652 10 "WALKING_UPSTAIRS"
0.28366922 -0.015856828 -0.059880983 0.96876554 -0.15334716 -0.065748598 -0.050492421 -0.12095012 0.085319559 -0.97373579 -0.89928688 -0.78252197 -0.97865389 -0.95751389 -0.7391558 -0.89638408 -0.96469833 -0.96258135 12 "STANDING"
0.2779478 -0.0076195278 -0.10859734 0.97156587 -0.15368929 -0.043801659 -0.010770256 -0.1354503 0.077496612 -0.98508258 -0.93146052 -0.94024505 -0.99682148 -0.9700547 -0.96330751 -0.93650782 -0.97588374 -0.97042067 12 "STANDING"
0.27795464 -0.018968885 -0.1092212 0.97204348 -0.14780686 -0.044746892 -0.022358334 -0.13249504 0.08493428 -0.99647872 -0.98807971 -0.97294782 -0.99725441 -0.9891803 -0.97872521 -0.98610866 -0.99103248 -0.98964536 12 "STANDING"
0.27490263 -0.022696835 -0.13273927 0.9720659 -0.14859573 -0.045817508 -0.020082274 -0.10619841 0.092891733 -0.99817427 -0.98865283 -0.98857231 -0.99792945 -0.99080583 -0.97213926 -0.98783684 -0.98656032 -0.99519168 12 "STANDING"
0.27582212 -0.020148256 -0.12221368 0.97116865 -0.15215766 -0.054909571 -0.021232352 -0.073628809 0.080963104 -0.99699898 -0.97680938 -0.97046292 -0.9976195 -0.98755016 -0.95986844 -0.9858217 -0.98315558 -0.9863366 12 "STANDING"
0.27688273 -0.012747833 -0.094747875 0.97055443 -0.15337468 -0.059605559 -0.022040922 -0.058955186 0.07358659 -0.99394523 -0.9779777 -0.97575657 -0.99913719 -0.99171599 -0.98132338 -0.98687931 -0.98700463 -0.98533863 12 "STANDING"
0.27885111 -0.01376066 -0.097912796 0.97042426 -0.15028002 -0.054410387 -0.02178847 -0.072202454 0.085226918 -0.99430514 -0.98233974 -0.97421067 -0.99840981 -0.98688916 -0.96672052 -0.98675845 -0.98441651 -0.98754023 12 "STANDING"
0.27820615 -0.016703523 -0.11068401 0.97102571 -0.14816164 -0.050408589 -0.021210213 -0.084035938 0.090614708 -0.99571608 -0.98808918 -0.9810727 -0.99698944 -0.99708243 -0.99093209 -0.98946694 -0.98692419 -0.99295203 12 "STANDING"
0.27473733 -0.022266774 -0.11870235 0.97108471 -0.14872482 -0.052142117 -0.02365306 -0.083473244 0.092428118 -0.9944274 -0.98011539 -0.97896646 -0.99722916 -0.99539524 -0.98848073 -0.98718726 -0.9869027 -0.99115888 12 "STANDING"
0.27758237 -0.023747949 -0.12205372 0.97023539 -0.15192168 -0.056712571 -0.03053764 -0.071177266 0.088253081 -0.99610422 -0.98364482 -0.97956958 -0.99805196 -0.98451641 -0.97553036 -0.98525883 -0.98640389 -0.99232366 12 "STANDING"
0.27978707 -0.015823081 -0.099726165 0.97032387 -0.15520601 -0.061027696 -0.030737067 -0.057713648 0.084872564 -0.99763383 -0.98175742 -0.97209003 -0.99815708 -0.99360348 -0.98611454 -0.97338391 -0.9867527 -0.99373337 12 "STANDING"
0.26849556 -0.023139065 -0.12101883 0.95297747 -0.22118533 -0.1187229 -0.0097515389 -0.042740659 0.027464945 -0.97246025 -0.93845645 -0.95048729 -0.98429056 -0.96259291 -0.9668259 -0.95479063 -0.94584288 -0.94953237 12 "STANDING"
0.28008602 -0.016358668 -0.10825117 0.95053764 -0.22637165 -0.12432331 -0.031900751 -0.059307808 0.077439659 -0.99492268 -0.98288454 -0.96720345 -0.99819821 -0.99494024 -0.98343272 -0.96741077 -0.98471232 -0.98611612 12 "STANDING"
0.2784893 -0.015711104 -0.092884446 0.95130787 -0.22524512 -0.1228458 -0.030319164 -0.082480415 0.097552343 -0.99108239 -0.9763694 -0.97691264 -0.99802647 -0.99497839 -0.97554575 -0.95891216 -0.97135274 -0.99104399 12 "STANDING"
0.27661224 -0.018664914 -0.10637893 0.95189686 -0.22464306 -0.11730792 -0.02065283 -0.1018539 0.10321607 -0.99124102 -0.9807869 -0.9705358 -0.9991353 -0.9985376 -0.98175592 -0.97197517 -0.97374073 -0.98678456 12 "STANDING"
0.2763544 -0.019916174 -0.1188625 0.95164234 -0.22594825 -0.11699035 -0.033990468 -0.086814181 0.096980061 -0.99493704 -0.99195046 -0.98819871 -0.99788829 -0.99290487 -0.98347307 -0.98827296 -0.98340946 -0.987666 12 "STANDING"
0.27683516 -0.014982931 -0.11016789 0.95082973 -0.22734381 -0.12115983 -0.034173624 -0.072920524 0.089251152 -0.99623419 -0.98954411 -0.9833699 -0.99808557 -0.996268 -0.98228706 -0.98969946 -0.99096707 -0.99618361 12 "STANDING"
0.27627304 -0.015106 -0.10809112 0.95036732 -0.22612041 -0.12218049 -0.031258369 -0.076358002 0.090039871 -0.99600607 -0.9893352 -0.98126101 -0.99968149 -0.99196885 -0.99137802 -0.99301401 -0.99447751 -0.99560281 12 "STANDING"
